Name,SID,Email,Lab 1,Lab 1 - Max Points,Lab 1 - Submission Time,Lab 1 - Lateness (H:M:S),Project 1 Checkpoint,Project 1 Checkpoint - Max Points,Project 1 Checkpoint - Submission Time,Project 1 Checkpoint - Lateness (H:M:S),Project 1,Project 1 - Max Points,Project 1 - Submission Time,Project 1 - Lateness (H:M:S),Lab 2,Lab 2 - Max Points,Lab 2 - Submission Time,Lab 2 - Lateness (H:M:S),Lab 3,Lab 3 - Max Points,Lab 3 - Submission Time,Lab 3 - Lateness (H:M:S),Project 2 Checkpoint,Project 2 Checkpoint - Max Points,Project 2 Checkpoint - Submission Time,Project 2 Checkpoint - Lateness (H:M:S),Project 2,Project 2 - Max Points,Project 2 - Submission Time,Project 2 - Lateness (H:M:S),Lab 2 Redemption,Lab 2 Redemption - Max Points,Lab 2 Redemption - Submission Time,Lab 2 Redemption - Lateness (H:M:S),Lab 4,Lab 4 - Max Points,Lab 4 - Submission Time,Lab 4 - Lateness (H:M:S),Lab 3 Redemption,Lab 3 Redemption - Max Points,Lab 3 Redemption - Submission Time,Lab 3 Redemption - Lateness (H:M:S),Project 1 Redemption,Project 1 Redemption - Max Points,Project 1 Redemption - Submission Time,Project 1 Redemption - Lateness (H:M:S),Project 2 Redemption,Project 2 Redemption - Max Points,Project 2 Redemption - Submission Time,Project 2 Redemption - Lateness (H:M:S),Lab 5,Lab 5 - Max Points,Lab 5 - Submission Time,Lab 5 - Lateness (H:M:S),Midterm,Midterm - Max Points,Midterm - Submission Time,Midterm - Lateness (H:M:S),Project 3 Checkpoint,Project 3 Checkpoint - Max Points,Project 3 Checkpoint - Submission Time,Project 3 Checkpoint - Lateness (H:M:S),Project 3,Project 3 - Max Points,Project 3 - Submission Time,Project 3 - Lateness (H:M:S),Lab 4 Redemption,Lab 4 Redemption - Max Points,Lab 4 Redemption - Submission Time,Lab 4 Redemption - Lateness (H:M:S),Lab 6,Lab 6 - Max Points,Lab 6 - Submission Time,Lab 6 - Lateness (H:M:S),Lab 7,Lab 7 - Max Points,Lab 7 - Submission Time,Lab 7 - Lateness (H:M:S),Final Project (Checkpoint1),Final Project (Checkpoint1) - Max Points,Final Project (Checkpoint1) - Submission Time,Final Project (Checkpoint1) - Lateness (H:M:S),Lab 5 Redemption,Lab 5 Redemption - Max Points,Lab 5 Redemption - Submission Time,Lab 5 Redemption - Lateness (H:M:S),Lab 6 Redemption,Lab 6 Redemption - Max Points,Lab 6 Redemption - Submission Time,Lab 6 Redemption - Lateness (H:M:S),Final Project (Checkpoint2),Final Project (Checkpoint2) - Max Points,Final Project (Checkpoint2) - Submission Time,Final Project (Checkpoint2) - Lateness (H:M:S),Lab 8,Lab 8 - Max Points,Lab 8 - Submission Time,Lab 8 - Lateness (H:M:S),Project 3 Redemption,Project 3 Redemption - Max Points,Project 3 Redemption - Submission Time,Project 3 Redemption - Lateness (H:M:S),Discussion 8 Worksheet,Discussion 8 Worksheet - Max Points,Discussion 8 Worksheet - Submission Time,Discussion 8 Worksheet - Lateness (H:M:S),Lab 7 Redemption,Lab 7 Redemption - Max Points,Lab 7 Redemption - Submission Time,Lab 7 Redemption - Lateness (H:M:S),Total Lateness (H:M:S),disc_count,lecture_count,Lab 1 Redemption,Lab 1 Redemption - Max Points,Lab 1 Grade,Lab 1 Redemption Grade,Lab 2 Grade,Lab 2 Redemption Grade,Lab 3 Grade,Lab 3 Redemption Grade,Lab 4 Grade,Lab 4 Redemption Grade,Lab 5 Grade,Lab 5 Redemption Grade,Lab 6 Grade,Lab 6 Redemption Grade,Lab 7 Grade,Lab 7 Redemption Grade,Project 1 Grade,Project 1 Redemption Grade,Project 2 Grade,Project 2 Redemption Grade,Project 3 Grade,Project 3 Redemption Grade,Project 1 Checkpoint Final Grade,Project 2 Checkpoint Final Grade,Project 3 Checkpoint Final Grade,Project 1 Final Grade,Project 2 Final Grade,Project 3 Final Grade,Lab 1 Final Grade,Lab 2 Final Grade,Lab 3 Final Grade,Lab 4 Final Grade,Lab 5 Final Grade,Lab 6 Final Grade,Lab 7 Final Grade,Dropped Labs,Elgible for Discussion,Max Possible Points,Current Max Possible Score,Lab Average,Project Average,Project Checkpoint Average,Overall Score without Discussion,Overall Score with Discussion,Overall Score,Current Score
Kate Zhou,A17373286,yuz235@ucsd.edu,129.0,133.0,2024-04-11 21:42:52 -0700,00:00:00,13.0,13.0,2024-04-12 23:40:46 -0700,00:00:00,112.0,123.0,2024-04-19 22:06:44 -0700,00:00:00,68.5,79.5,2024-04-18 23:22:37 -0700,23:23:37,51.0,56.0,2024-04-24 22:04:16 -0700,00:00:00,5.0,5.0,2024-04-26 14:15:11 -0700,00:00:00,95.0,101.0,2024-05-03 23:10:30 -0700,00:00:00,,79.5,,00:00:00,93.0,93.0,2024-05-05 23:35:18 -0700,00:00:00,,56.0,,00:00:00,123.0,123.0,2024-05-28 17:05:18 -0700,00:00:00,101.0,101.0,2024-05-21 18:29:09 -0700,00:00:00,61.0,61.0,2024-05-09 18:23:19 -0700,00:00:00,25.0,50.0,2024-05-02 13:00:03 -0700,00:00:00,10.0,10.0,2024-05-08 11:50:06 -0700,00:00:00,96.0,100.0,2024-05-19 22:43:35 -0700,00:00:00,,93.0,,00:00:00,54.0,56.0,2024-05-17 23:22:31 -0700,00:00:00,,111.0,,00:00:00,0.0,20.0,2024-05-24 23:11:34 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,,65.0,,00:00:00,98.0,100.0,2024-05-28 17:55:19 -0700,00:00:00,,7.0,,00:00:00,,111.0,,00:00:00,23:23:37,6.0,6.0,,133.0,0.9699248120300752,,0.8616352201257862,,0.9107142857142857,,1.0,,1.0,,0.9642857142857143,,,,0.9105691056910569,1.0,0.9405940594059405,1.0,0.96,0.98,1.0,1.0,1.0,0.9821138211382113,0.9881188118811881,0.976,0.9699248120300752,0.8616352201257862,0.9107142857142857,1.0,1.0,0.9642857142857143,,Lab 7,False,37.30555555555556,37.30555555555556,0.8152228617365517,0.9820775443397998,1.0,34.09519847227316,34.09519847227316,34.09519847227316,91.39442628457437
Katelyn Zhao,A17346051,k5zhao@ucsd.edu,133.0,133.0,2024-05-26 22:46:14 -0700,1102:47:14,13.0,13.0,2024-04-11 20:58:08 -0700,00:00:00,106.0,123.0,2024-04-19 15:28:25 -0700,00:00:00,67.5,79.5,2024-04-16 14:46:28 -0700,00:00:00,48.0,56.0,2024-04-24 01:03:25 -0700,00:00:00,5.0,5.0,2024-04-25 19:23:15 -0700,00:00:00,79.0,101.0,2024-05-05 15:46:17 -0700,00:00:00,70.5,79.5,2024-05-01 16:45:02 -0700,00:00:00,87.5,93.0,2024-04-30 00:39:02 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,60.5,61.0,2024-05-08 12:22:34 -0700,00:00:00,31.0,50.0,2024-05-02 13:00:09 -0700,00:00:00,10.0,10.0,2024-05-10 02:09:06 -0700,00:00:00,80.0,100.0,2024-05-19 03:05:02 -0700,00:00:00,92.5,93.0,2024-05-14 19:48:04 -0700,00:00:00,53.0,56.0,2024-05-15 02:59:41 -0700,00:00:00,111.0,111.0,2024-05-20 16:38:48 -0700,00:00:00,20.0,20.0,2024-05-24 19:37:20 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,62.0,65.0,2024-05-27 15:41:44 -0700,00:00:00,,100.0,,00:00:00,,7.0,,00:00:00,,111.0,,00:00:00,1102:47:14,6.0,6.0,133.0,133.0,1.0,1.0,0.8490566037735849,0.8867924528301887,0.8571428571428571,,0.9408602150537635,0.9946236559139785,0.9918032786885246,,0.9464285714285714,,1.0,,0.8617886178861789,,0.7821782178217822,,0.8,,1.0,1.0,1.0,0.8617886178861789,0.7821782178217822,0.8,1.0,0.879245283018868,0.8571428571428571,0.9838709677419355,0.9918032786885246,0.9464285714285714,1.0,Lab 3,False,37.30555555555556,37.30555555555556,0.9512129940029652,0.8146556119026537,1.0,33.07143929655422,33.07143929655422,33.07143929655422,88.65017235115054
Ken Ogihara,A16969236,kogihara@ucsd.edu,115.0,133.0,2024-04-11 00:17:38 -0700,00:00:00,13.0,13.0,2024-04-12 22:39:07 -0700,00:00:00,115.0,123.0,2024-04-19 23:44:17 -0700,00:00:00,68.5,79.5,2024-04-17 23:18:36 -0700,00:00:00,50.0,56.0,2024-04-25 16:06:30 -0700,00:00:00,5.0,5.0,2024-04-25 22:14:44 -0700,00:00:00,95.0,101.0,2024-05-07 23:58:49 -0700,00:00:00,,79.5,,00:00:00,86.0,93.0,2024-05-05 20:17:38 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-10 22:05:11 -0700,00:00:00,18.0,50.0,2024-05-02 12:59:42 -0700,00:00:00,10.0,10.0,2024-05-13 22:27:28 -0700,00:00:00,95.0,100.0,2024-05-15 22:02:13 -0700,00:00:00,,93.0,,00:00:00,47.0,56.0,2024-05-16 16:48:54 -0700,00:00:00,68.0,111.0,2024-05-26 21:14:35 -0700,00:00:00,20.0,20.0,2024-05-24 00:33:51 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,,65.0,,00:00:00,,100.0,,00:00:00,,7.0,2024-05-28 23:39:18 -0700,00:00:00,,111.0,,00:00:00,00:00:00,4.0,5.0,,133.0,0.8646616541353384,,0.8616352201257862,,0.8928571428571429,,0.9247311827956989,,1.0,,0.8392857142857143,,0.6126126126126126,,0.9349593495934959,,0.9405940594059405,,0.95,,1.0,1.0,1.0,0.9349593495934959,0.9405940594059405,0.95,0.8646616541353384,0.8616352201257862,0.8928571428571429,0.9247311827956989,1.0,0.8392857142857143,0.6126126126126126,Lab 7,False,37.30555555555556,37.30555555555556,0.8565405038303275,0.9418511363331454,1.0,33.98367219916268,33.98367219916268,33.98367219916268,91.0954727602276
Kendall Underwood,A17497519,keunderwood@ucsd.edu,115.0,133.0,2024-04-10 13:41:40 -0700,00:00:00,13.0,13.0,2024-04-11 21:57:33 -0700,00:00:00,115.0,123.0,2024-04-19 21:43:46 -0700,00:00:00,72.5,79.5,2024-04-17 23:52:10 -0700,00:00:00,42.0,56.0,2024-04-24 23:56:12 -0700,00:00:00,5.0,5.0,2024-04-24 16:30:53 -0700,00:00:00,92.0,101.0,2024-05-02 19:55:14 -0700,00:00:00,,79.5,,00:00:00,69.0,93.0,2024-05-01 23:56:26 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-08 21:20:58 -0700,00:00:00,23.0,50.0,2024-05-02 13:00:07 -0700,00:00:00,10.0,10.0,2024-05-09 20:21:29 -0700,00:00:00,88.0,100.0,2024-05-17 01:13:51 -0700,00:00:00,,93.0,,00:00:00,,56.0,,00:00:00,85.0,111.0,2024-05-22 23:31:44 -0700,00:00:00,0.0,20.0,2024-05-23 18:15:13 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,20.0,20.0,2024-05-26 16:35:18 -0700,00:00:00,,65.0,,00:00:00,,100.0,,00:00:00,,7.0,2024-05-28 23:51:55 -0700,00:00:00,,111.0,,00:00:00,00:00:00,6.0,7.0,,133.0,0.8646616541353384,,0.9119496855345912,,0.75,,0.7419354838709677,,1.0,,,,0.7657657657657657,,0.9349593495934959,,0.9108910891089109,,0.88,,1.0,1.0,1.0,0.9349593495934959,0.9108910891089109,0.88,0.8646616541353384,0.9119496855345912,0.75,0.7419354838709677,1.0,,0.7657657657657657,Lab 6,False,37.30555555555556,37.30555555555556,0.7191875127580947,0.9086168129008022,1.0,31.2239265514604,31.2239265514604,31.2239265514604,83.69779269192661
Kevin Souder,A17280642,kesouder@ucsd.edu,131.0,133.0,2024-04-09 21:30:22 -0700,00:00:00,13.0,13.0,2024-04-12 18:01:24 -0700,00:00:00,93.0,123.0,2024-04-19 14:49:01 -0700,00:00:00,72.5,79.5,2024-04-16 18:17:05 -0700,00:00:00,45.0,56.0,2024-04-23 17:21:12 -0700,00:00:00,5.0,5.0,2024-04-24 21:01:25 -0700,00:00:00,94.0,101.0,2024-05-04 13:58:47 -0700,00:00:00,76.5,79.5,2024-04-21 12:51:55 -0700,00:00:00,88.0,93.0,2024-05-02 16:34:19 -0700,00:00:00,44.0,56.0,2024-04-28 19:57:31 -0700,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-07 20:05:15 -0700,00:00:00,17.0,50.0,2024-05-02 13:00:03 -0700,00:00:00,10.0,10.0,2024-05-10 16:07:59 -0700,00:00:00,95.0,100.0,2024-05-19 17:17:06 -0700,00:00:00,0.0,93.0,2024-05-20 13:16:09 -0700,00:00:00,53.0,56.0,2024-05-15 12:49:25 -0700,00:00:00,111.0,111.0,2024-05-21 20:12:51 -0700,00:00:00,0.0,20.0,2024-05-23 15:46:43 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,,65.0,,00:00:00,,100.0,,00:00:00,,7.0,,00:00:00,,111.0,,00:00:00,00:00:00,7.0,7.0,,133.0,0.9849624060150376,,0.9119496855345912,0.9622641509433962,0.8035714285714286,0.7857142857142857,0.946236559139785,0.0,1.0,,0.9464285714285714,,1.0,,0.7560975609756098,,0.9306930693069307,,0.95,,1.0,1.0,1.0,0.7560975609756098,0.9306930693069307,0.95,0.9849624060150376,0.9522012578616352,0.8035714285714286,0.946236559139785,1.0,0.9464285714285714,1.0,Lab 3,False,37.30555555555556,37.30555555555556,0.9476286032880654,0.8789302100941802,1.0,34.220830823746894,34.220830823746894,34.220830823746894,91.73119208152555
Kristina Nguyen,A17404977,krn002@ucsd.edu,126.0,133.0,2024-04-10 21:55:18 -0700,00:00:00,,13.0,,00:00:00,,123.0,,00:00:00,,79.5,,00:00:00,,56.0,,00:00:00,,5.0,,00:00:00,,101.0,,00:00:00,,79.5,,00:00:00,,93.0,,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,,61.0,,00:00:00,,50.0,,00:00:00,,10.0,,00:00:00,,100.0,,00:00:00,,93.0,,00:00:00,,56.0,,00:00:00,,111.0,,00:00:00,,20.0,,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,,65.0,,00:00:00,,100.0,,00:00:00,,7.0,,00:00:00,,111.0,,00:00:00,00:00:00,1.0,2.0,,133.0,0.9473684210526315,,,,,,,,,,,,,,,,,,,,,,,,,,0.9473684210526315,,,,,,,Lab 2,False,37.30555555555556,37.30555555555556,0.13533834586466165,0.0,0.0,2.1052631578947367,2.1052631578947367,2.1052631578947367,5.643296625778891
Kyle Choi,A16289113,k3choi@ucsd.edu,121.0,133.0,2024-04-14 12:20:04 -0700,84:21:04,13.0,13.0,2024-04-12 00:41:56 -0700,00:00:00,96.0,123.0,2024-04-19 17:44:17 -0700,00:00:00,72.5,79.5,2024-04-17 22:21:42 -0700,00:00:00,46.0,56.0,2024-04-24 23:57:16 -0700,00:00:00,5.0,5.0,2024-04-25 12:40:12 -0700,00:00:00,86.0,101.0,2024-05-04 17:52:52 -0700,00:00:00,,79.5,,00:00:00,88.5,93.0,2024-05-01 19:43:15 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,60.5,61.0,2024-05-08 18:19:13 -0700,00:00:00,24.0,50.0,2024-05-02 13:00:08 -0700,00:00:00,10.0,10.0,2024-05-09 19:47:29 -0700,00:00:00,89.0,100.0,2024-05-17 17:37:54 -0700,00:00:00,,93.0,,00:00:00,54.0,56.0,2024-05-15 13:45:03 -0700,00:00:00,107.0,111.0,2024-05-23 02:00:24 -0700,00:00:00,0.0,20.0,2024-05-24 17:22:54 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,,65.0,,00:00:00,,100.0,,00:00:00,,7.0,,00:00:00,,111.0,,00:00:00,84:21:04,5.0,3.0,121.0,133.0,0.9097744360902256,0.9097744360902256,0.9119496855345912,,0.8214285714285714,,0.9516129032258065,,0.9918032786885246,,0.9642857142857143,,0.963963963963964,,0.7804878048780488,,0.8514851485148515,,0.89,,1.0,1.0,1.0,0.7804878048780488,0.8514851485148515,0.89,0.9097744360902256,0.9119496855345912,0.8214285714285714,0.9516129032258065,0.9918032786885246,0.9642857142857143,0.963963963963964,Lab 3,False,37.30555555555556,37.30555555555556,0.9306883647453426,0.8406576511309668,1.0,33.239705521410954,33.239705521410954,33.239705521410954,89.10122105515967
Leah Seseri,A17680599,lseseri@ucsd.edu,131.0,133.0,2024-04-09 19:08:11 -0700,00:00:00,13.0,13.0,2024-04-11 17:18:35 -0700,00:00:00,113.0,123.0,2024-04-18 17:07:56 -0700,00:00:00,79.5,79.5,2024-04-17 13:41:48 -0700,00:00:00,55.0,56.0,2024-04-23 15:13:58 -0700,00:00:00,5.0,5.0,2024-04-24 13:48:57 -0700,00:00:00,101.0,101.0,2024-05-01 21:18:41 -0700,00:00:00,,79.5,,00:00:00,89.5,93.0,2024-05-01 13:51:51 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-05 17:15:57 -0700,00:00:00,33.0,50.0,2024-05-02 13:00:09 -0700,00:00:00,10.0,10.0,2024-05-08 22:40:33 -0700,00:00:00,98.0,100.0,2024-05-18 16:29:50 -0700,00:00:00,93.0,93.0,2024-05-05 17:24:07 -0700,00:00:00,51.0,56.0,2024-05-14 12:43:22 -0700,00:00:00,108.0,111.0,2024-05-21 22:26:46 -0700,00:00:00,0.0,20.0,2024-05-24 20:00:07 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,65.0,65.0,2024-05-25 18:45:06 -0700,00:00:00,,100.0,,00:00:00,,7.0,2024-05-25 23:53:51 -0700,00:00:00,,111.0,,00:00:00,00:00:00,6.0,7.0,,133.0,0.9849624060150376,,1.0,,0.9821428571428571,,0.9623655913978495,1.0,1.0,,0.9107142857142857,,0.972972972972973,,0.9186991869918699,,1.0,,0.98,,1.0,1.0,1.0,0.9186991869918699,1.0,0.98,0.9849624060150376,1.0,0.9821428571428571,0.9924731182795699,1.0,0.9107142857142857,0.972972972972973,Lab 6,False,37.30555555555556,37.30555555555556,0.9776093771606746,0.9662330623306232,1.0,36.32412689675413,36.32412689675413,36.32412689675413,97.36921580663802
Lin Tian,A16844916,l4tian@ucsd.edu,127.0,133.0,2024-04-06 00:38:05 -0700,00:00:00,13.0,13.0,2024-04-11 15:16:36 -0700,00:00:00,109.0,123.0,2024-04-18 17:22:52 -0700,00:00:00,78.5,79.5,2024-04-16 17:52:13 -0700,00:00:00,48.5,56.0,2024-04-23 09:06:53 -0700,00:00:00,5.0,5.0,2024-04-24 17:27:51 -0700,00:00:00,87.0,101.0,2024-05-03 01:52:57 -0700,00:00:00,,79.5,,00:00:00,86.5,93.0,2024-05-01 21:55:14 -0700,00:00:00,,56.0,,00:00:00,121.0,123.0,2024-05-21 18:18:53 -0700,00:00:00,99.0,101.0,2024-05-21 22:36:09 -0700,00:00:00,61.0,61.0,2024-05-07 22:52:24 -0700,00:00:00,26.0,50.0,2024-05-02 13:00:08 -0700,00:00:00,10.0,10.0,2024-05-09 17:13:39 -0700,00:00:00,97.0,100.0,2024-05-17 16:50:30 -0700,00:00:00,93.0,93.0,2024-05-07 00:19:14 -0700,00:00:00,55.0,56.0,2024-05-15 16:31:10 -0700,00:00:00,109.0,111.0,2024-05-21 21:42:40 -0700,00:00:00,0.0,20.0,2024-05-24 18:37:29 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,65.0,65.0,2024-05-29 00:32:02 -0700,00:00:00,,100.0,,00:00:00,,7.0,,00:00:00,,111.0,,00:00:00,00:00:00,7.0,7.0,,133.0,0.9548872180451128,,0.9874213836477987,,0.8660714285714286,,0.9301075268817204,1.0,1.0,,0.9821428571428571,,0.9819819819819819,,0.8861788617886179,0.983739837398374,0.8613861386138614,0.9801980198019802,0.97,,1.0,1.0,1.0,0.9642276422764228,0.9564356435643564,0.97,0.9548872180451128,0.9874213836477987,0.8660714285714286,0.986021505376344,1.0,0.9821428571428571,0.9819819819819819,Lab 3,False,37.30555555555556,37.30555555555556,0.9655037678236462,0.9635544286135932,1.0,36.08559303598381,36.08559303598381,36.08559303598381,96.72981007411893
Lora Bednarek,A17327362,lbednarek@ucsd.edu,127.0,133.0,2024-04-10 11:00:16 -0700,00:00:00,13.0,13.0,2024-04-11 15:14:11 -0700,00:00:00,123.0,123.0,2024-04-17 00:09:30 -0700,00:00:00,78.5,79.5,2024-04-15 23:30:33 -0700,00:00:00,51.0,56.0,2024-04-24 17:01:07 -0700,00:00:00,5.0,5.0,2024-04-24 16:52:09 -0700,00:00:00,94.0,101.0,2024-05-03 11:27:38 -0700,00:00:00,,79.5,,00:00:00,93.0,93.0,2024-05-01 16:21:57 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-05 23:40:39 -0700,00:00:00,38.0,50.0,2024-05-02 13:00:17 -0700,00:00:00,10.0,10.0,2024-05-08 13:46:03 -0700,00:00:00,98.0,100.0,2024-05-17 20:59:06 -0700,00:00:00,,93.0,,00:00:00,50.0,56.0,2024-05-13 23:11:10 -0700,00:00:00,106.0,111.0,2024-05-22 17:37:40 -0700,00:00:00,18.0,20.0,2024-05-24 12:07:14 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,62.0,65.0,2024-05-28 17:47:00 -0700,00:00:00,,100.0,,00:00:00,,7.0,2024-05-27 22:15:52 -0700,00:00:00,,111.0,,00:00:00,00:00:00,6.0,6.0,,133.0,0.9548872180451128,,0.9874213836477987,,0.9107142857142857,,1.0,,1.0,,0.8928571428571429,,0.954954954954955,,1.0,,0.9306930693069307,,0.98,,1.0,1.0,1.0,1.0,0.9306930693069307,0.98,0.9548872180451128,0.9874213836477987,0.9107142857142857,1.0,1.0,0.8928571428571429,0.954954954954955,Lab 6,False,37.30555555555556,37.30555555555556,0.9572621407456137,0.9702310231023102,1.0,36.08257609476675,36.08257609476675,36.08257609476675,96.72172296437847
Maanasa Prasad,A16923300,mmprasad@ucsd.edu,133.0,133.0,2024-05-06 13:14:47 -0700,613:15:47,13.0,13.0,2024-04-11 23:20:53 -0700,00:00:00,113.0,123.0,2024-04-18 22:15:50 -0700,00:00:00,77.5,79.5,2024-04-17 18:43:10 -0700,00:00:00,50.5,56.0,2024-04-23 14:18:51 -0700,00:00:00,5.0,5.0,2024-04-24 18:37:18 -0700,00:00:00,97.0,101.0,2024-05-01 03:58:51 -0700,00:00:00,79.5,79.5,2024-05-06 16:10:38 -0700,00:00:00,90.5,93.0,2024-05-03 16:32:48 -0700,00:00:00,50.5,56.0,2024-05-06 16:19:21 -0700,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-08 16:26:48 -0700,00:00:00,27.0,50.0,2024-05-02 13:00:07 -0700,00:00:00,10.0,10.0,2024-05-10 00:03:41 -0700,00:00:00,82.0,100.0,2024-05-19 13:31:14 -0700,00:00:00,93.0,93.0,2024-05-06 16:16:01 -0700,00:00:00,48.0,56.0,2024-05-15 18:33:13 -0700,00:00:00,106.0,111.0,2024-05-23 20:30:52 -0700,00:00:00,20.0,20.0,2024-05-24 18:46:39 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,63.0,65.0,2024-05-28 20:59:40 -0700,00:00:00,,100.0,,00:00:00,,7.0,2024-05-28 14:14:45 -0700,00:00:00,,111.0,,00:00:00,613:15:47,6.0,7.0,133.0,133.0,1.0,1.0,0.9748427672955975,1.0,0.9017857142857143,0.9017857142857143,0.9731182795698925,1.0,1.0,,0.8571428571428571,,0.954954954954955,,0.9186991869918699,,0.9603960396039604,,0.82,,1.0,1.0,1.0,0.9186991869918699,0.9603960396039604,0.82,1.0,0.9949685534591195,0.9017857142857143,0.9946236559139785,1.0,0.8571428571428571,0.954954954954955,Lab 6,False,37.30555555555556,37.30555555555556,0.9576393908223748,0.8996984088652767,1.0,34.765957912349776,34.765957912349776,34.765957912349776,93.19244116489888
Marguerite Church,A17271224,machurch@ucsd.edu,120.0,133.0,2024-04-13 18:38:25 -0700,66:39:25,13.0,13.0,2024-04-12 21:11:40 -0700,00:00:00,77.0,123.0,2024-04-19 15:41:26 -0700,00:00:00,74.5,79.5,2024-04-16 12:39:32 -0700,00:00:00,55.0,56.0,2024-04-24 18:05:13 -0700,00:00:00,5.0,5.0,2024-04-25 19:48:54 -0700,00:00:00,87.0,101.0,2024-05-03 21:28:25 -0700,00:00:00,,79.5,,00:00:00,83.0,93.0,2024-04-29 21:27:50 -0700,00:00:00,,56.0,,00:00:00,,123.0,,00:00:00,,101.0,,00:00:00,61.0,61.0,2024-05-08 19:09:36 -0700,00:00:00,33.0,50.0,2024-05-02 13:00:17 -0700,00:00:00,10.0,10.0,2024-05-09 20:57:42 -0700,00:00:00,79.0,100.0,2024-05-17 21:04:15 -0700,00:00:00,,93.0,,00:00:00,50.0,56.0,2024-05-19 22:08:06 -0700,00:00:00,99.0,111.0,2024-05-22 18:17:27 -0700,00:00:00,0.0,20.0,2024-05-24 17:06:47 -0700,00:00:00,,61.0,,00:00:00,,56.0,,00:00:00,,20.0,,00:00:00,,65.0,,00:00:00,,100.0,,00:00:00,,7.0,2024-05-28 19:00:35 -0700,00:00:00,,111.0,,00:00:00,66:39:25,6.0,4.0,120.0,133.0,0.9022556390977443,0.9022556390977443,0.9371069182389937,,0.9821428571428571,,0.8924731182795699,,1.0,,0.8928571428571429,,0.8918918918918919,,0.6260162601626016,,0.8613861386138614,,0.79,,1.0,1.0,1.0,0.6260162601626016,0.8613861386138614,0.79,0.9022556390977443,0.9371069182389937,0.9821428571428571,0.8924731182795699,1.0,0.8928571428571429,0.8918918918918919,Lab 7,False,37.30555555555556,37.30555555555556,0.9283896525011716,0.7591341329254876,1.0,31.675381809037784,31.675381809037784,31.675381809037784,84.9079482595205
